!CSV A.01.01
!Keysight Technologies,N5242B,US61255121,A.15.50.07
!Date: Friday, October 24, 2025 17:18:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),Output(DB),Output(DEG)
2193187765.6471,-90.710449,-125.5479
2193191099.2583,-90.545357,178.59932
2193194432.8694,-89.322472,150.75513
2193197766.4805,-89.681236,158.45691
2193201100.0917,-88.297592,37.718521
2193204433.7028,-89.733803,-58.125614
2193207767.3139,-90.506592,70.509567
2193211100.9251,-89.873375,-71.969437
2193214434.5362,-90.179192,164.3877
2193217768.1473,-87.805588,73.272346
2193221101.7585,-87.232811,31.794363
2193224435.3696,-88.87413,-133.58681
2193227768.9807,-89.444572,163.88724
2193231102.5919,-88.451736,-72.983337
2193234436.203,-87.518745,103.56004
2193237769.8142,-88.523285,-157.89001
2193241103.4253,-88.448303,101.14711
2193244437.0364,-88.293724,28.185242
2193247770.6476,-87.984154,-154.06941
2193251104.2587,-88.721024,12.179285
2193254437.8698,-90.073776,50.193504
2193257771.481,-87.853058,53.416775
2193261105.0921,-88.390396,100.22919
2193264438.7032,-89.125511,-108.36514
2193267772.3144,-89.093689,-11.807841
2193271105.9255,-89.716461,-81.305641
2193274439.5366,-88.467232,-143.16216
2193277773.1478,-87.111557,-2.6634622
2193281106.7589,-87.942917,174.57225
2193284440.37,-87.816467,-4.3094683
2193287773.9812,-89.365822,79.129372
2193291107.5923,-87.59333,-55.047848
2193294441.2034,-89.304276,-96.145859
2193297774.8146,-87.081459,18.717588
2193301108.4257,-89.59726,-146.30534
2193304442.0368,-88.559814,-171.91422
2193307775.648,-89.140129,153.76535
2193311109.2591,-86.729607,109.85045
2193314442.8702,-90.197945,-85.936264
2193317776.4814,-89.210876,148.42862
2193321110.0925,-90.027321,-135.84291
2193324443.7036,-89.65551,-91.410645
2193327777.3148,-89.114052,153.70509
2193331110.9259,-88.768181,-144.93005
2193334444.537,-87.851601,24.686892
2193337778.1482,-87.543663,129.08752
2193341111.7593,-89.106522,46.032005
2193344445.3704,-91.051003,75.512741
2193347778.9816,-89.292282,138.55052
2193351112.5927,-88.267365,-155.62381
2193354446.2039,-89.241325,170.88565
2193357779.815,-89.42202,152.89432
2193361113.4261,-89.790565,53.918316
2193364447.0373,-89.329979,-136.6895
2193367780.6484,-88.181801,65.729446
2193371114.2595,-87.110954,162.46951
2193374447.8707,-88.285728,-106.3311
2193377781.4818,-88.804657,133.4415
2193381115.0929,-88.230064,39.432716
2193384448.7041,-89.05925,52.925362
2193387782.3152,-89.371651,-0.57993829
2193391115.9263,-89.136551,-24.736774
2193394449.5375,-89.041931,103.38673
2193397783.1486,-89.736481,-35.681995
2193401116.7597,-86.8703,30.154835
2193404450.3709,-89.708473,-106.23701
2193407783.982,-86.535988,131.38588
2193411117.5931,-88.120041,-59.31604
2193414451.2043,-89.713577,-177.47363
2193417784.8154,-87.892151,74.547325
2193421118.4265,-89.202309,3.4414091
2193424452.0377,-87.437836,-56.828228
2193427785.6488,-88.55275,-33.636501
2193431119.2599,-88.842239,175.31363
2193434452.8711,-91.545418,64.929054
2193437786.4822,-91.116493,136.24965
2193441120.0933,-88.551842,-42.690853
2193444453.7045,-85.865395,12.660742
2193447787.3156,-88.340797,63.388424
2193451120.9267,-89.131325,108.95647
2193454454.5379,-87.873032,116.31185
2193457788.149,-88.785645,-147.75137
2193461121.7601,-86.598145,-95.31707
2193464455.3713,-87.958778,-121.74123
2193467788.9824,-90.267006,-51.4286
2193471122.5935,-89.186775,48.919342
2193474456.2047,-88.767197,-164.02029
2193477789.8158,-87.122353,73.395538
2193481123.427,-89.58773,-6.1719542
2193484457.0381,-88.584259,174.81009
2193487790.6492,-87.083557,40.80822
2193491124.2604,-88.260666,-142.38475
2193494457.8715,-88.230698,-16.730106
2193497791.4826,-87.396065,-88.791946
2193501125.0938,-90.979507,-29.091177
2193504458.7049,-90.802498,-17.393789
2193507792.316,-90.975899,-48.246208
2193511125.9272,-89.323814,133.87497
2193514459.5383,-87.160706,152.39116
2193517793.1494,-87.57373,-64.45919
2193521126.7606,-86.324661,12.054596
2193524460.3717,-85.282303,-147.11807
2193527793.9828,-89.763969,-150.43234
2193531127.594,-87.127815,125.26581
2193534461.2051,-89.191833,114.60077
2193537794.8162,-88.750755,-101.36572
2193541128.4274,-89.662773,178.01013
2193544462.0385,-87.751106,-50.800617
2193547795.6496,-87.58625,169.50005
2193551129.2608,-86.792709,16.753323
2193554462.8719,-88.387589,123.2896
2193557796.483,-88.797638,147.75195
2193561130.0942,-89.121994,-170.52411
2193564463.7053,-90.799568,158.45195
2193567797.3164,-88.321404,-22.63228
2193571130.9276,-87.753563,-107.20289
2193574464.5387,-87.527809,22.044291
2193577798.1498,-87.781494,-118.88963
2193581131.761,-89.013718,11.594947
2193584465.3721,-87.460754,166.03439
2193587798.9832,-86.861549,-94.1903
2193591132.5944,-88.60318,-158.38394
2193594466.2055,-86.418633,-56.931858
2193597799.8167,-88.052742,163.98102
2193601133.4278,-91.884834,4.5871859
2193604467.0389,-87.338432,-64.018616
2193607800.6501,-89.714729,138.11574
2193611134.2612,-87.622147,-175.93481
2193614467.8723,-88.68808,132.08363
2193617801.4835,-86.693794,69.215195
2193621135.0946,-89.88279,-34.849255
2193624468.7057,-88.960991,60.923267
2193627802.3169,-87.300179,-45.746208
2193631135.928,-89.715675,-55.948509
2193634469.5391,-88.589432,77.491035
2193637803.1503,-88.724258,-87.217606
2193641136.7614,-87.209511,19.411926
2193644470.3725,-89.492783,-137.76801
2193647803.9837,-88.355568,60.590889
2193651137.5948,-88.579979,81.514336
2193654471.2059,-87.274963,168.45184
2193657804.8171,-88.192406,178.87384
2193661138.4282,-90.336372,-179.465
2193664472.0393,-88.42849,-55.600842
2193667805.6505,-90.228233,144.40492
2193671139.2616,-87.727905,-168.74965
2193674472.8727,-90.377945,172.2429
2193677806.4839,-92.005539,111.80325
2193681140.095,-88.562096,161.15381
2193684473.7061,-90.466446,124.23782
2193687807.3173,-90.210625,-159.35623
2193691140.9284,-89.197441,137.90787
2193694474.5395,-89.890381,-89.860893
2193697808.1507,-89.986839,-107.80401
2193701141.7618,-89.8209,64.764595
2193704475.3729,-88.561012,-8.849802
2193707808.9841,-88.68811,-132.70586
2193711142.5952,-85.937164,96.188866
2193714476.2064,-88.246559,114.62127
2193717809.8175,-91.559311,104.92429
2193721143.4286,-90.498863,-28.277952
2193724477.0398,-89.884109,-73.48278
2193727810.6509,-89.359734,-88.025902
2193731144.262,-91.325516,142.06108
2193734477.8732,-91.547737,-97.272552
2193737811.4843,-91.155731,134.33276
2193741145.0954,-89.691673,28.986214
2193744478.7066,-88.236618,54.779922
2193747812.3177,-88.354225,-85.699806
2193751145.9288,-86.698418,-95.988823
2193754479.54,-87.62925,85.495804
2193757813.1511,-88.000114,92.754959
2193761146.7622,-86.639633,132.1481
2193764480.3734,-88.459518,-73.121498
2193767813.9845,-90.273796,-150.08232
2193771147.5956,-88.113754,-75.1912
2193774481.2068,-87.88504,3.6560543
2193777814.8179,-87.916763,112.71471
2193781148.429,-89.62693,-109.87191
2193784482.0402,-88.617271,63.710522
2193787815.6513,-88.361168,-102.63844
2193791149.2624,-88.777481,-168.14413
2193794482.8736,-88.511925,-42.567791
2193797816.4847,-87.280594,-79.903252
2193801150.0958,-87.661629,-172.23795
2193804483.707,-88.271683,-115.58721
2193807817.3181,-89.235916,10.187213
2193811150.9292,-88.754761,81.337845
2193814484.5404,-88.546669,22.488918
2193817818.1515,-87.117607,20.332848
2193821151.7626,-88.684692,164.87965
2193824485.3738,-89.649918,-164.88443
2193827818.9849,-89.42408,137.66451
2193831152.596,-89.477852,98.405045
2193834486.2072,-92.750313,-1.4256641
2193837819.8183,-88.266235,142.78047
2193841153.4295,-88.084679,-6.2385106
2193844487.0406,-88.360634,53.763287
2193847820.6517,-89.179474,-143.70517
2193851154.2629,-89.466553,-19.438107
2193854487.874,-91.058296,-155.87004
2193857821.4851,-87.428543,-110.59794
2193861155.0963,-88.010712,128.42149
2193864488.7074,-86.818657,134.29535
2193867822.3185,-88.443039,-1.0380356
2193871155.9297,-89.558929,-106.68536
2193874489.5408,-89.860168,45.327301
2193877823.1519,-87.594429,76.924767
2193881156.7631,-87.717751,37.124783
2193884490.3742,-87.570724,-165.84329
2193887823.9853,-89.538681,121.11459
2193891157.5965,-89.729332,-113.97283
2193894491.2076,-90.515175,80.338211
2193897824.8187,-89.877769,-48.465229
2193901158.4299,-89.98481,102.28272
2193904492.041,-90.325607,-33.069164
2193907825.6521,-90.183464,-154.87991
2193911159.2633,-88.601898,7.7943549
2193914492.8744,-89.29657,110.17536
2193917826.4855,-88.216782,92.030777
2193921160.0967,-87.627754,172.07938
2193924493.7078,-86.781364,142.1017
2193927827.3189,-88.543747,-104.12763
2193931160.9301,-87.706024,-168.84163
2193934494.5412,-89.174332,-76.027817
2193937828.1523,-87.852379,-116.89247
2193941161.7635,-89.041084,-150.06682
2193944495.3746,-88.512215,-51.928646
2193947828.9857,-86.585052,-124.32245
2193951162.5969,-89.853783,39.904785
2193954496.208,-89.876381,-40.532009
2193957829.8192,-90.151253,-12.022512
2193961163.4303,-87.375191,-156.48079
2193964497.0414,-88.028084,-170.06963
2193967830.6526,-89.004555,-159.14307
2193971164.2637,-88.572609,-147.86079
2193974497.8748,-91.449524,84.037102
2193977831.486,-88.811966,-45.200462
2193981165.0971,-89.769257,-12.767073
2193984498.7082,-88.53022,-148.67781
2193987832.3194,-87.798897,-174.69423
2193991165.9305,-89.499657,-50.76141
2193994499.5416,-88.992523,114.33643
2193997833.1528,-88.122162,-0.18323471
2194001166.7639,-87.724884,-87.548462
2194004500.375,-90.115944,-89.620712
2194007833.9862,-88.301003,48.05555
2194011167.5973,-88.674683,-173.36722
2194014501.2084,-88.909637,116.30181
2194017834.8196,-85.757492,-163.83737
2194021168.4307,-91.119843,127.13957
2194024502.0418,-88.970825,-45.382648
2194027835.653,-87.628838,61.341965
2194031169.2641,-87.233894,-22.95009
2194034502.8752,-88.710609,-119.73186
2194037836.4864,-87.620354,56.485622
2194041170.0975,-88.648186,116.84928
2194044503.7086,-88.513527,129.34291
2194047837.3198,-86.634247,122.84539
2194051170.9309,-87.791969,87.958466
2194054504.542,-87.237389,171.78462
2194057838.1532,-89.697617,71.239357
2194061171.7643,-87.71875,150.68678
2194064505.3754,-89.954132,2.8764284
2194067838.9866,-87.07206,-55.104828
2194071172.5977,-90.069176,-126.30902
2194074506.2089,-88.453979,8.884738
2194077839.82,-88.984383,150.81084
2194081173.4311,-87.503601,-101.3606
2194084507.0423,-92.120018,-68.873734
2194087840.6534,-87.425293,23.755785
2194091174.2645,-88.23658,-155.8483
2194094507.8757,-91.682663,-165.42845
2194097841.4868,-87.915459,179.82368
2194101175.0979,-88.87178,59.710743
2194104508.7091,-89.291321,31.550772
2194107842.3202,-90.993935,175.79959
2194111175.9313,-87.302498,-121.66705
2194114509.5425,-87.657196,-96.942261
2194117843.1536,-89.354904,-16.61853
2194121176.7647,-89.269157,106.51121
2194124510.3759,-89.026489,24.875639
2194127843.987,-90.627502,87.049522
2194131177.5981,-88.508705,-48.404678
2194134511.2093,-88.61235,-124.5787
2194137844.8204,-89.568237,-22.994255
2194141178.4315,-87.052765,-6.0757432
2194144512.0427,-88.490761,47.205051
2194147845.6538,-86.441864,-171.24413
2194151179.2649,-86.652061,-35.15173
2194154512.8761,-89.541496,-51.947372
2194157846.4872,-90.633553,-15.103975
2194161180.0983,-90.350296,116.04475
2194164513.7095,-88.302193,38.834938
2194167847.3206,-89.951248,-34.230209
2194171180.9317,-88.066872,105.87584
2194174514.5429,-92.802032,-133.00731
2194177848.154,-88.955368,116.18014
2194181181.7651,-90.068001,168.23116
2194184515.3763,-90.242416,-62.674137
2194187848.9874,-88.034027,-19.438643
2194191182.5985,-89.961372,-44.294201
2194194516.2097,-90.840256,-99.208801
2194197849.8208,-88.899742,159.50534
2194201183.432,-88.056023,-164.42728
2194204517.0431,-88.676361,-4.2413568
2194207850.6542,-89.270943,69.206306
2194211184.2654,-89.828461,-39.015549
2194214517.8765,-89.783012,50.062
2194217851.4876,-87.60376,173.72316
2194221185.0988,-87.510941,90.82267
2194224518.7099,-89.406395,50.917385
2194227852.321,-86.788956,169.45045
2194231185.9322,-89.081841,-117.28969
2194234519.5433,-88.577095,39.298721
2194237853.1544,-88.925102,-103.99384
2194241186.7656,-89.254646,-121.8214
2194244520.3767,-89.363365,-65.813644
2194247853.9878,-88.926392,-163.92468
2194251187.599,-87.714241,-135.05875
2194254521.2101,-87.452873,138.80165
2194257854.8212,-87.756523,165.67757
2194261188.4324,-86.622444,-42.573921
2194264522.0435,-88.802376,178.71346
2194267855.6546,-90.076622,25.855057
2194271189.2658,-88.408936,2.9229438
2194274522.8769,-89.846603,30.548738
2194277856.488,-90.978493,99.625992
2194281190.0992,-88.021133,169.05576
2194284523.7103,-91.593292,52.674335
2194287857.3214,-88.211151,-131.07124
2194291190.9326,-89.316666,62.848915
2194294524.5437,-88.507477,-93.942062
2194297858.1548,-88.092712,175.05775
2194301191.766,-90.093742,-138.4579
2194304525.3771,-89.978409,-76.847504
2194307858.9882,-88.019005,161.46056
2194311192.5994,-91.282181,-91.546028
2194314526.2105,-89.813797,-87.364937
2194317859.8217,-87.718201,101.69342
2194321193.4328,-89.06366,-130.00145
2194324527.0439,-88.008705,19.140965
2194327860.6551,-87.606773,-136.42804
2194331194.2662,-89.267334,35.474434
2194334527.8773,-87.813484,37.663593
2194337861.4885,-87.301636,-1.1729361
2194341195.0996,-88.232101,-84.922226
2194344528.7107,-91.087868,158.61748
2194347862.3219,-89.475845,-109.0394
2194351195.933,-87.083824,85.294136
2194354529.5441,-90.316635,119.87333
2194357863.1553,-85.074211,-21.152607
2194361196.7664,-89.294556,-105.87018
2194364530.3775,-87.817162,-164.81691
2194367863.9887,-89.996468,67.168297
2194371197.5998,-89.213249,116.81353
2194374531.2109,-89.833878,99.739288
2194377864.8221,-87.750206,13.295498
2194381198.4332,-89.038887,104.80312
2194384532.0443,-89.796333,-63.94648
2194387865.6555,-91.516624,-89.632729
2194391199.2666,-89.312599,110.23795
2194394532.8777,-90.543266,156.76968
2194397866.4889,-88.697891,78.895561
2194401200.1,-89.529221,118.33587
2194404533.7111,-92.517479,-89.929886
2194407867.3223,-90.269836,11.126539
2194411200.9334,-89.297737,158.96257
2194414534.5445,-89.411835,-13.914109
2194417868.1557,-88.784309,43.12952
2194421201.7668,-88.196243,-129.08022
2194424535.3779,-89.550987,-55.223595
2194427868.9891,-87.480087,45.263969
2194431202.6002,-89.48307,-69.727913
2194434536.2114,-90.034645,144.92392
2194437869.8225,-89.427795,-61.652859
2194441203.4336,-88.676033,139.99521
2194444537.0448,-88.549736,-72.68792
2194447870.6559,-88.490959,-138.54541
2194451204.267,-88.717537,165.40479
2194454537.8782,-89.7948,92.507599
2194457871.4893,-87.381828,-40.501278
2194461205.1004,-88.076866,-163.12433
2194464538.7116,-87.231308,158.3614
2194467872.3227,-88.532822,-73.845924
2194471205.9338,-89.630836,109.35542
2194474539.545,-87.659203,-147.02364
2194477873.1561,-87.721497,123.70489
2194481206.7672,-88.997917,-79.894768
2194484540.3784,-88.42083,-4.0453653
2194487873.9895,-88.94117,-96.986961
2194491207.6006,-88.199242,138.26944
2194494541.2118,-86.138748,156.59282
2194497874.8229,-89.623726,31.344749
2194501208.434,-88.425339,-109.83839
2194504542.0452,-86.702133,-126.81977
2194507875.6563,-90.588387,125.93003
2194511209.2674,-88.862862,102.9148
2194514542.8786,-86.623672,-10.050529
2194517876.4897,-86.76178,-7.8644252
2194521210.1008,-88.834915,-99.814682
2194524543.712,-87.059578,-116.23201
2194527877.3231,-91.278389,52.353931
2194531210.9342,-89.396355,120.53503
2194534544.5454,-87.806084,117.01449
2194537878.1565,-90.00106,-25.961845
2194541211.7676,-89.558754,59.95047
2194544545.3788,-88.952286,122.24372
2194547878.9899,-86.573669,152.92934
2194551212.601,-89.499718,149.40826
2194554546.2122,-86.192085,-173.64661
2194557879.8233,-90.885811,-116.45893
2194561213.4345,-90.575493,-135.09035
2194564547.0456,-87.860321,105.25694
2194567880.6567,-90.361412,-57.108364
2194571214.2679,-87.772041,97.652924
2194574547.879,-87.822998,104.3988
2194577881.4901,-89.564758,-160.05324
2194581215.1013,-88.466301,-48.625954
2194584548.7124,-88.172905,45.923542
2194587882.3235,-89.762627,128.17699
2194591215.9347,-87.67894,55.363918
2194594549.5458,-86.869614,177.90401
2194597883.1569,-87.795006,-22.506521
2194601216.7681,-89.403862,-148.17104
2194604550.3792,-91.543243,91.09584
2194607883.9903,-88.573288,7.6286077
2194611217.6015,-90.355782,27.805738
2194614551.2126,-87.142784,-130.91646
2194617884.8237,-86.201027,87.427185
2194621218.4349,-87.104759,-168.69
2194624552.046,-89.001511,-151.58565
2194627885.6571,-85.231277,-31.8578
2194631219.2683,-87.070229,167.87277
2194634552.8794,-90.344574,41.385544
2194637886.4905,-87.900894,86.272339
2194641220.1017,-86.965843,-60.199753
2194644553.7128,-86.032074,23.834311
2194647887.3239,-89.013428,2.6114147
2194651220.9351,-88.277237,5.5457139
2194654554.5462,-88.299294,-153.89804
2194657888.1573,-87.144051,14.058422
2194661221.7685,-88.814423,-85.515343
2194664555.3796,-88.991493,62.742523
2194667888.9907,-86.644524,-91.109619
2194671222.6019,-89.298729,-13.771022
2194674556.213,-86.300774,-5.0171709
2194677889.8242,-88.194557,58.363258
2194681223.4353,-90.17794,23.039675
2194684557.0464,-90.1922,77.935104
2194687890.6576,-88.789337,-130.78052
2194691224.2687,-89.218971,-11.72502
2194694557.8798,-89.981339,-115.70921
2194697891.491,-88.424599,26.688793
2194701225.1021,-88.299866,23.505486
2194704558.7132,-86.936249,-173.88672
2194707892.3244,-89.891052,-43.835484
2194711225.9355,-87.717728,137.73058
2194714559.5466,-87.293373,-179.9381
2194717893.1578,-88.347061,-124.49918
2194721226.7689,-88.070999,-158.60127
2194724560.38,-90.319206,-77.625031
2194727893.9912,-89.012688,48.650143
2194731227.6023,-88.8507,-97.105576
2194734561.2134,-88.02282,137.16261
2194737894.8246,-86.150009,-9.112669
2194741228.4357,-87.182144,-106.58952
2194744562.0468,-88.492989,-157.21994
2194747895.658,-87.973175,167.94878
2194751229.2691,-91.124847,23.796522
2194754562.8802,-88.465828,21.143196
2194757896.4914,-89.025665,-130.53999
2194761230.1025,-88.259331,47.933533
2194764563.7136,-89.376076,-132.25351
2194767897.3248,-88.092247,-157.21129
2194771230.9359,-88.285721,82.242844
2194774564.547,-88.890358,-36.542847
2194777898.1582,-86.492989,59.338963
2194781231.7693,-88.261269,51.336514
2194784565.3804,-86.362015,-157.76442
2194787898.9916,-89.899567,48.958107
2194791232.6027,-88.334709,28.689661
2194794566.2139,-87.41954,116.87944
2194797899.825,-89.210693,70.758423
2194801233.4361,-89.627327,-151.52637
2194804567.0473,-87.771172,-133.75053
2194807900.6584,-88.302368,124.63689
2194811234.2695,-87.588249,-56.659233
2194814567.8807,-87.499153,167.73293
2194817901.4918,-91.397163,-57.411163
2194821235.1029,-89.5569,-133.66728
2194824568.7141,-89.519775,85.15963
2194827902.3252,-88.896446,131.88315
2194831235.9363,-88.366531,-145.88177
2194834569.5475,-88.350716,138.92532
2194837903.1586,-88.826447,55.996212
2194841236.7697,-87.976906,-66.587784
